,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,FamilySize,Enrolled,Total
1927,Graduation,Together,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0,53,2,10,1280
1928,Graduation,Alone,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,3,11,1,66,1,11,1336
1929,PostGraduated,Together,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,0,58,4,10,749
1930,PostGraduated,Together,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0,49,4,10,91
1931,PostGraduated,Together,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0,76,3,10,414
1932,PostGraduated,Together,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,3,11,0,41,3,9,44
1933,PostGraduated,Together,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,3,11,0,55,4,9,63
1934,Graduation,Together,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,72,3,10,901
1935,UnderGraduate,Together,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,48,4,11,38
1936,PostGraduated,Alone,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,67,2,10,455
1937,PostGraduated,Alone,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,3,11,1,74,2,11,775
1938,PostGraduated,Together,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,64,3,9,15
1939,Graduation,Together,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,3,11,0,50,3,10,38
1940,PostGraduated,Together,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,3,11,1,39,2,9,1512
1941,Graduation,Together,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,73,3,10,43
1942,Graduation,Alone,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,3,11,0,46,2,11,42
1943,Graduation,Together,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,3,11,0,39,2,9,1089
1944,PostGraduated,Together,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,3,11,0,47,3,11,162
1945,Graduation,Alone,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,3,11,0,72,1,10,1272
1946,Graduation,Together,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,3,11,1,41,2,11,1173
1947,PostGraduated,Together,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,3,11,0,49,3,9,816
1948,Graduation,Alone,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,55,3,10,74
1949,Graduation,Together,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,3,11,0,69,3,10,134
1950,PostGraduated,Alone,51141.0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,3,11,0,83,1,10,157
1951,Graduation,Together,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,3,11,0,47,3,10,561
1952,Graduation,Alone,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,0,72,1,9,1336
1953,PostGraduated,Together,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,3,11,1,47,2,11,2092
1954,PostGraduated,Alone,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,3,11,0,59,1,10,463
1955,PostGraduated,Alone,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,3,11,0,73,1,9,1130
1956,Graduation,Together,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,47,3,9,20
1957,Graduation,Alone,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,3,11,0,67,2,11,377
1958,Graduation,Alone,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,3,11,1,33,1,10,1544
1959,PostGraduated,Alone,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,73,3,9,138
1960,PostGraduated,Together,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,3,11,0,58,3,10,1012
1961,PostGraduated,Alone,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,3,11,1,61,1,10,1766
1962,Graduation,Together,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,3,11,0,45,4,9,45
1963,Graduation,Alone,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,3,11,1,71,3,10,161
1964,Graduation,Alone,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,3,11,0,57,2,9,144
1965,Graduation,Together,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,3,11,0,76,2,10,1734
1966,Graduation,Together,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,3,11,0,51,3,10,823
1967,Graduation,Together,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,3,11,0,60,3,9,1138
1968,Graduation,Alone,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,3,11,1,74,1,10,1429
1969,PostGraduated,Together,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,3,11,0,45,2,9,1371
1970,Graduation,Alone,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,3,11,0,57,2,10,982
1971,Graduation,Alone,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,3,11,0,40,2,9,44
1972,Graduation,Together,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,52,4,10,318
1973,Graduation,Together,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,3,11,0,48,3,10,434
1974,UnderGraduate,Together,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,52,4,10,198
1975,Graduation,Together,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,3,11,0,54,3,10,359
1976,UnderGraduate,Together,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,3,11,0,60,2,11,576
1977,PostGraduated,Alone,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,3,11,0,55,3,10,88
1978,Graduation,Together,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,3,11,1,44,3,9,63
1979,PostGraduated,Alone,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1,39,2,11,27
1980,Graduation,Together,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,3,11,0,39,3,10,193
1981,PostGraduated,Alone,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,49,2,11,101
1982,Graduation,Together,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,3,11,0,72,2,9,2211
1983,PostGraduated,Together,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,61,3,10,140
1984,Graduation,Alone,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,3,11,0,48,3,10,415
1985,Graduation,Together,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,66,3,11,22
1986,Graduation,Together,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,3,11,0,45,4,10,263
1987,Graduation,Together,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,3,11,0,32,2,10,393
1988,Graduation,Together,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,3,11,0,37,3,10,147
1989,Graduation,Together,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,3,11,0,67,3,9,443
1990,PostGraduated,Alone,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,3,11,1,60,1,10,1958
1991,PostGraduated,Together,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,3,11,0,52,3,10,174
1992,PostGraduated,Alone,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,3,11,1,76,1,10,2217
1993,Graduation,Alone,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,3,11,0,65,2,9,1691
1994,Graduation,Together,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,3,11,0,63,4,10,25
1995,UnderGraduate,Together,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,3,11,1,43,2,9,809
1996,Graduation,Together,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,3,11,1,48,2,11,895
1997,PostGraduated,Together,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,3,11,0,48,3,11,484
1998,PostGraduated,Together,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,3,11,0,50,3,10,413
1999,UnderGraduate,Alone,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,3,11,0,43,2,9,331
2000,Graduation,Alone,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,53,2,10,25
2001,PostGraduated,Alone,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,56,2,10,13
2002,Graduation,Together,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,3,11,1,53,3,11,115
2003,Graduation,Alone,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,3,11,0,57,1,9,16
2004,PostGraduated,Alone,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,51,3,10,92
2005,Graduation,Together,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,3,11,0,46,3,10,52
2006,Graduation,Together,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,3,11,0,53,3,11,1464
2007,Graduation,Alone,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,3,11,0,59,2,10,441
2008,PostGraduated,Alone,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,3,11,0,64,2,10,283
2009,PostGraduated,Together,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,3,11,0,57,3,9,747
2010,Graduation,Alone,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,3,11,0,65,1,10,1870
2011,Graduation,Alone,39146.0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,3,11,0,37,2,10,165
2012,Graduation,Together,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,3,11,1,46,2,10,1941
2013,UnderGraduate,Together,34445.0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,3,11,0,42,2,10,839
2014,Graduation,Alone,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,3,11,1,65,1,11,1655
2015,UnderGraduate,Together,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,3,11,0,48,4,10,23
2016,Graduation,Together,36790.0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,3,11,1,40,2,10,66
2017,Graduation,Together,27943.0,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,3,11,0,56,4,10,37
2018,Graduation,Alone,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,3,11,0,72,3,9,21
2019,Graduation,Together,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,3,11,0,51,5,11,22
2020,Graduation,Together,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,3,11,0,45,3,9,78
2021,PostGraduated,Together,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,3,11,0,41,3,10,79
2022,Graduation,Together,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,3,11,0,67,4,9,265
2023,PostGraduated,Together,77027.0,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,3,11,0,71,3,9,1175
2024,PostGraduated,Together,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,3,11,0,58,3,10,1305
2025,PostGraduated,Together,32765.0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,3,11,0,44,3,9,46
2026,Graduation,Together,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,58,4,10,25
2027,Graduation,Alone,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,3,11,0,70,1,10,46
2028,PostGraduated,Together,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,3,11,1,74,3,11,874
2029,UnderGraduate,Together,7500.0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,3,11,0,38,3,11,100
2030,PostGraduated,Alone,68117.0,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,3,11,1,76,2,10,930
2031,Graduation,Together,67225.0,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,3,11,0,68,3,10,868
2032,Graduation,Together,17649.0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,3,11,0,47,3,10,45
2033,Graduation,Together,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,3,11,0,48,3,10,1260
2034,Graduation,Together,40059.0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,3,11,0,39,3,10,414
2035,Graduation,Together,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,3,11,0,73,3,10,392
2036,Graduation,Together,75330.0,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,3,11,0,46,4,11,1109
2037,Graduation,Alone,60689.0,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,3,11,0,72,2,10,639
2038,Graduation,Together,38680.0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,3,11,0,39,3,10,79
2039,Graduation,Together,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,3,11,0,41,2,10,1665
2040,Graduation,Alone,49767.0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,3,11,0,32,1,10,692
2041,Graduation,Alone,83273.0,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,3,11,0,53,4,11,1392
2042,Graduation,Together,29009.0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,3,10,44
2043,PostGraduated,Together,45057.0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,3,11,0,44,3,10,50
2044,Graduation,Together,37150.0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,3,11,0,52,3,11,467
2045,Graduation,Alone,43020.0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,3,11,0,53,2,10,223
2046,Graduation,Together,53154.0,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,3,11,0,64,3,9,158
2047,Graduation,Together,65308.0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,3,11,0,50,2,10,1211
2048,Graduation,Alone,76467.0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,3,11,1,53,2,11,1575
2049,UnderGraduate,Together,81044.0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,3,11,0,76,2,10,1208
2050,Graduation,Together,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,3,11,0,72,4,10,43
2051,Graduation,Alone,55801.0,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,3,11,0,48,3,10,527
2052,Graduation,Alone,76320.0,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,3,11,0,64,2,9,932
2053,PostGraduated,Alone,36927.0,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,68,3,9,71
2054,Graduation,Together,48794.0,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,3,11,0,70,4,9,54
2055,Graduation,Alone,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,3,11,0,58,1,10,129
2056,Graduation,Alone,71128.0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,3,11,0,50,2,11,1615
2057,PostGraduated,Alone,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,3,11,0,47,2,10,1034
2058,Graduation,Together,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,3,11,0,73,3,10,1088
2060,Graduation,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,54,3,10,137
2062,PostGraduated,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,3,11,0,41,2,10,1244
2063,Graduation,Together,42554.0,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,3,11,0,45,4,10,41
2064,Graduation,Together,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,49,3,11,1174
2065,Graduation,Alone,67046.0,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,3,11,0,72,2,10,993
2066,Graduation,Together,42192.0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,3,11,0,75,2,10,100
2067,PostGraduated,Together,77610.0,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,3,11,0,71,3,11,1680
2068,Graduation,Together,31761.0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,3,11,0,39,3,9,98
2069,Graduation,Together,34350.0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,3,10,48
2070,Graduation,Together,54591.0,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,3,11,0,74,3,10,519
2071,Graduation,Together,71866.0,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,3,11,0,67,3,10,715
2072,Graduation,Together,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,54,3,10,37
2073,PostGraduated,Alone,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,36,1,10,653
2074,Graduation,Together,69520.0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,3,11,0,40,2,10,1455
2075,Graduation,Alone,64713.0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,3,11,1,53,2,9,602
2076,PostGraduated,Together,27889.0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,3,11,0,46,3,10,26
2077,UnderGraduate,Alone,22123.0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,3,11,0,63,1,9,102
2080,Graduation,Together,27803.0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,3,11,0,50,3,11,176
2082,Graduation,Together,51651.0,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,3,11,0,63,3,11,433
2083,Graduation,Together,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,3,11,0,35,2,10,1366
2085,Graduation,Together,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,54,3,10,1001
2086,UnderGraduate,Together,87000.0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,3,11,0,31,2,11,961
2087,Graduation,Together,79823.0,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,3,11,0,64,3,9,1518
2088,Graduation,Alone,30828.0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,3,11,0,43,2,10,56
2089,PostGraduated,Together,34109.0,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,3,11,0,52,3,10,22
2090,PostGraduated,Alone,53367.0,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,3,11,1,49,3,10,400
2091,UnderGraduate,Together,22390.0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,54,2,10,26
2092,Graduation,Together,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,3,11,0,47,3,9,350
2093,Graduation,Alone,79244.0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,0,3,11,1,30,1,11,1216
2094,PostGraduated,Together,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,3,11,1,74,3,11,874
2095,PostGraduated,Together,48699.0,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,73,4,10,40
2096,Graduation,Together,80144.0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,3,11,0,48,2,10,1367
2097,Graduation,Alone,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,3,11,0,67,3,10,264
2098,PostGraduated,Together,81929.0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,3,11,1,47,3,11,2053
2099,Graduation,Together,76068.0,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,3,11,0,48,3,11,1376
2100,PostGraduated,Together,53204.0,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,3,11,0,47,4,9,45
2101,PostGraduated,Together,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,74,3,9,976
2102,UnderGraduate,Together,14796.0,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,3,11,1,39,3,11,51
2103,PostGraduated,Together,78128.0,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,3,11,0,49,3,9,1264
2104,UnderGraduate,Together,14188.0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,3,11,0,51,2,10,75
2105,UnderGraduate,Together,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,37,3,11,57
2106,PostGraduated,Together,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,61,3,10,140
2107,Graduation,Alone,72967.0,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,0,3,11,1,53,2,11,497
2108,PostGraduated,Together,48150.0,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,3,11,0,74,3,10,266
2109,Graduation,Alone,82332.0,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,3,11,1,62,1,11,2006
2110,Graduation,Alone,58275.0,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,3,11,0,68,3,10,615
2111,PostGraduated,Together,44953.0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,3,11,0,42,2,11,1021
2112,Graduation,Together,34587.0,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,70,4,9,22
2113,PostGraduated,Together,43018.0,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,3,11,0,49,3,10,133
2114,PostGraduated,Together,45736.0,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,3,11,0,69,3,10,437
2115,PostGraduated,Together,66476.0,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,3,11,0,54,3,10,1013
2116,UnderGraduate,Together,27733.0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,42,3,10,57
2117,PostGraduated,Together,69805.0,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,3,11,0,71,3,9,1038
2118,PostGraduated,Alone,72217.0,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,3,11,0,61,1,10,1573
2119,Graduation,Alone,25818.0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,3,11,0,52,2,11,28
2120,PostGraduated,Together,37509.0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,3,11,0,47,3,11,123
2121,UnderGraduate,Together,25176.0,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,47,4,10,13
2122,Graduation,Together,43586.0,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,3,11,0,43,3,11,132
2123,UnderGraduate,Together,53230.0,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,3,11,0,67,3,11,732
2124,Graduation,Together,50116.0,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,3,11,0,66,4,9,66
2125,Graduation,Together,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,51,2,10,1631
2126,Graduation,Together,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,57,3,10,608
2127,PostGraduated,Together,82333.0,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,0,3,11,1,37,2,10,1822
2128,PostGraduated,Together,65220.0,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,3,11,1,58,2,11,1282
2129,Graduation,Together,33590.0,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,5,10,8
2130,Graduation,Alone,30992.0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47,2,10,43
2131,PostGraduated,Alone,72309.0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,0,3,11,1,47,1,10,1931
2132,PostGraduated,Together,156924.0,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,74,2,10,8
2133,UnderGraduate,Together,16005.0,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,3,11,0,43,3,11,103
2134,PostGraduated,Alone,65487.0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,3,11,0,66,1,9,1169
2135,Graduation,Together,58692.0,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,3,11,0,58,3,9,395
2136,Graduation,Alone,40590.0,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,3,11,0,54,3,10,258
